,Ship Mode,State,Sales,Profit
463,Standard Class,Arizona,1272.63,-814.4831999999997
464,Standard Class,Arizona,28.485,-20.889000000000003
465,Standard Class,Arizona,185.376,-34.75799999999998
466,Standard Class,Arizona,78.272,5.870400000000004
467,Standard Class,Illinois,254.744,-312.06139999999994
468,Standard Class,Texas,205.3328,-36.23520000000002
470,Standard Class,New York,55.48,26.630399999999998
477,Standard Class,California,95.76,7.182000000000002
478,Standard Class,New York,40.2,19.296000000000003
479,Standard Class,New York,14.7,6.614999999999998
480,Standard Class,New York,704.25,84.50999999999999
481,Standard Class,California,9.09,1.9089
482,Standard Class,New York,5.96,1.6688
483,Standard Class,New York,159.98,57.59279999999998
491,Standard Class,New York,449.15,8.983000000000004
492,Standard Class,New York,11.07,5.0922
493,Standard Class,Washington,93.98,13.157200000000003
495,Standard Class,Arkansas,105.42,51.6558
496,Standard Class,California,119.616,40.370400000000004
497,Standard Class,California,255.76,81.8432
498,Standard Class,California,241.568,18.11760000000001
499,Standard Class,California,69.3,22.869
500,Standard Class,Colorado,22.62,-15.080000000000002
501,Standard Class,Colorado,14.952,-11.961599999999999
502,Standard Class,Colorado,801.568,50.097999999999956
503,Standard Class,Colorado,2.376,-1.9007999999999998
504,Standard Class,Colorado,32.792,11.8871
506,Standard Class,Georgia,2.74,0.7398000000000002
507,Standard Class,Georgia,8.34,2.1684
508,Standard Class,Georgia,46.74,11.685000000000002
509,Standard Class,Georgia,6354.95,3177.475
513,Standard Class,California,6.63,1.7900999999999998
514,Standard Class,California,5.88,1.7051999999999996
515,Standard Class,Montana,2999.95,1379.9769999999999
516,Standard Class,Montana,51.45,13.8915
517,Standard Class,Montana,11.96,5.382000000000001
518,Standard Class,Montana,1126.02,56.30099999999993
519,Standard Class,Texas,18.392,5.287699999999999
520,Standard Class,Texas,129.568,-25.913599999999974
521,Standard Class,Texas,14.112,-21.168
525,Standard Class,Massachusetts,22.2,10.434
526,Standard Class,Florida,683.952,42.74699999999996
527,Standard Class,Florida,45.696,5.140799999999999
528,Standard Class,Pennsylvania,36.336,-7.2672000000000025
529,Standard Class,Pennsylvania,666.248,-149.9058
530,Standard Class,Pennsylvania,52.512,19.692
532,Standard Class,California,47.94,2.3969999999999985
535,Standard Class,Arizona,16.768,1.4672
537,Standard Class,New York,10.752,3.3600000000000003
538,Standard Class,Kentucky,152.94,41.293800000000005
539,Standard Class,Kentucky,283.92,70.98000000000002
542,Standard Class,Ohio,646.776,-145.52460000000008
543,Standard Class,Texas,58.112,7.264000000000003
544,Standard Class,Texas,100.792,6.299499999999995
545,Standard Class,Texas,66.112,-84.2928
553,Standard Class,Texas,10.824,2.5707000000000004
556,Standard Class,California,20.7,9.936
557,Standard Class,California,1335.68,-217.048
558,Standard Class,California,32.4,15.552
566,Standard Class,Washington,91.84,45.0016
567,Standard Class,Washington,81.088,27.367199999999997
568,Standard Class,Washington,19.44,9.3312
569,Standard Class,Washington,451.152,0.0
570,Standard Class,New York,72.45,34.776
571,Standard Class,New York,13.96,6.421600000000001
572,Standard Class,New York,33.264,11.226600000000001
573,Standard Class,New York,14.85,4.009499999999999
574,Standard Class,Washington,8.82,2.3814
578,Standard Class,Illinois,69.712,8.714000000000006
579,Standard Class,Illinois,8.792,-5.7148
580,Standard Class,California,51.52,1.5456000000000003
581,Standard Class,Colorado,470.376,52.917299999999955
582,Standard Class,Colorado,105.584,9.238600000000005
583,Standard Class,Colorado,31.152,3.5046
584,Standard Class,Colorado,6.783,-4.7481
585,Standard Class,Colorado,406.368,30.477599999999995
586,Standard Class,Kentucky,70.98,4.968600000000009
587,Standard Class,Kentucky,294.93,144.5157
588,Standard Class,Oregon,84.784,-20.136199999999988
589,Standard Class,Oregon,20.736,7.2576
590,Standard Class,Oregon,16.821,-12.896099999999997
591,Standard Class,Oregon,10.368,3.6288
592,Standard Class,Texas,9.344,1.1679999999999993
593,Standard Class,Texas,31.2,9.75
594,Standard Class,California,76.12,22.074800000000003
595,Standard Class,California,1199.976,434.99130000000014
596,Standard Class,California,445.96,55.745000000000005
597,Standard Class,California,327.76,91.77279999999999
599,Standard Class,Pennsylvania,143.982,-28.796400000000006
600,Standard Class,Pennsylvania,494.376,-115.35440000000006
601,Standard Class,Pennsylvania,5.84,0.7299999999999995
602,Standard Class,Florida,142.776,17.84700000000001
603,Standard Class,Florida,45.696,5.140799999999999
604,Standard Class,Florida,7.218,-5.533799999999999
605,Standard Class,Florida,43.188,-31.6712
606,Standard Class,Florida,131.904,47.81519999999999
607,Standard Class,Pennsylvania,3.282,-2.6256000000000004
608,Standard Class,Pennsylvania,21.168,2.3813999999999993
609,Standard Class,Pennsylvania,55.188,-10.117800000000003
621,Standard Class,Illinois,8.69,-14.773000000000001
622,Standard Class,Michigan,301.96,87.56839999999997
623,Standard Class,Michigan,555.21,178.901
624,Standard Class,Michigan,523.48,130.87
625,Standard Class,Michigan,161.82,46.92779999999999
626,Standard Class,New York,35.56,12.090400000000002
627,Standard Class,Washington,97.16,28.1764
628,Standard Class,California,15.24,5.1434999999999995
629,Standard Class,California,13.23,6.085800000000001
636,Standard Class,Colorado,18.882,-13.846799999999998
637,Standard Class,Colorado,122.328,12.232799999999997
638,Standard Class,California,1049.2,272.79200000000003
639,Standard Class,California,15.424,5.0128
640,Standard Class,Minnesota,18.84,6.0288
643,Standard Class,Michigan,132.52,54.333200000000005
644,Standard Class,New Jersey,6.48,3.1752000000000002
645,Standard Class,Indiana,209.3,56.511000000000024
646,Standard Class,Arizona,31.56,9.862499999999997
647,Standard Class,Arizona,30.144,3.0143999999999984
651,Standard Class,New York,379.4,178.31799999999998
652,Standard Class,New York,97.82,45.97539999999999
653,Standard Class,New York,103.12,10.311999999999998
654,Standard Class,Ohio,113.552,8.516400000000004
655,Standard Class,Ohio,3.318,-2.6544000000000003
656,Standard Class,Ohio,134.288,45.32220000000001
659,Standard Class,Texas,999.432,124.92899999999997
660,Standard Class,Texas,724.08,-135.765
661,Standard Class,Texas,918.785,-118.12950000000012
662,Standard Class,Texas,2.724,-4.2222
663,Standard Class,New York,459.95,18.397999999999968
669,Standard Class,Illinois,23.976,-14.385600000000004
670,Standard Class,Illinois,108.925,-71.89049999999999
671,Standard Class,Illinois,36.352,11.359999999999996
672,Standard Class,Illinois,19.56,1.7114999999999974
676,Standard Class,Texas,2.688,-7.3919999999999995
677,Standard Class,Texas,27.816,4.520099999999999
678,Standard Class,Texas,82.524,-41.262
679,Standard Class,Texas,182.994,-320.2395
680,Standard Class,New York,14.352,4.6644000000000005
681,Standard Class,New York,64.96,2.598399999999991
682,Standard Class,New York,68.6,18.52199999999999
688,Standard Class,New York,191.984,4.799599999999998
692,Standard Class,California,166.24,24.936000000000007
693,Standard Class,California,33.4,16.032
701,Standard Class,Ohio,15.072,4.1448
703,Standard Class,California,369.912,-13.871700000000033
704,Standard Class,North Carolina,10.368,3.6288
705,Standard Class,North Carolina,166.84,18.769499999999994
706,Standard Class,North Carolina,15.216,2.282399999999999
711,Standard Class,Florida,24.448,8.862400000000001
712,Standard Class,New York,281.34,109.72259999999997
713,Standard Class,New York,307.98,89.31420000000003
714,Standard Class,New York,299.97,113.98860000000002
717,Standard Class,Ohio,103.056,24.475799999999992
718,Standard Class,Utah,59.808,19.437600000000003
719,Standard Class,Utah,73.32,21.995999999999995
720,Standard Class,California,146.82,73.41
721,Standard Class,Michigan,1652.94,231.41160000000013
722,Standard Class,Michigan,296.37,80.0199
723,Standard Class,Pennsylvania,129.92,21.11199999999998
724,Standard Class,Florida,45.584,5.1282
725,Standard Class,Texas,17.568,6.368400000000001
726,Standard Class,Texas,55.992,5.599199999999996
732,Standard Class,Washington,242.94,9.717600000000004
733,Standard Class,Washington,179.97,86.3856
734,Standard Class,Washington,99.696,33.647400000000005
735,Standard Class,Washington,27.936,9.4284
736,Standard Class,Washington,84.98,18.6956
737,Standard Class,Washington,18.72,6.552
738,Standard Class,California,49.98,8.496599999999994
739,Standard Class,Illinois,11.784,4.271700000000001
740,Standard Class,Illinois,272.736,-64.77480000000003
741,Standard Class,Illinois,3.54,-5.486999999999999
742,Standard Class,Texas,51.52,-10.948
743,Standard Class,Texas,3.528,1.1465999999999998
744,Standard Class,Texas,4.624,1.6761999999999997
745,Standard Class,Texas,55.168,6.206400000000002
749,Standard Class,Michigan,58.05,26.702999999999996
750,Standard Class,Michigan,157.74,56.786400000000015
751,Standard Class,Michigan,56.98,22.791999999999994
752,Standard Class,Michigan,2.88,1.4111999999999998
754,Standard Class,California,79.92,28.7712
755,Standard Class,Florida,383.438,-167.3184
756,Standard Class,Minnesota,24.56,6.876799999999999
757,Standard Class,Minnesota,119.8,47.92
758,Standard Class,New York,13.128,4.2666
759,Standard Class,Wisconsin,22.72,10.223999999999998
760,Standard Class,California,58.32,27.9936
761,Standard Class,Georgia,12.39,5.699400000000001
762,Standard Class,Ohio,107.982,-26.995499999999993
768,Standard Class,Florida,310.88,23.315999999999974
769,Standard Class,Virginia,641.96,179.74880000000002
770,Standard Class,Iowa,18.28,9.14
771,Standard Class,Iowa,207.0,51.75
772,Standard Class,Iowa,32.35,16.175
773,Standard Class,Iowa,7.71,3.4695
774,Standard Class,Iowa,40.3,10.880999999999997
775,Standard Class,Iowa,34.58,14.523599999999998
776,Standard Class,Ohio,32.76,3.6854999999999976
785,Standard Class,South Carolina,186.69,87.7443
787,Standard Class,California,348.928,34.89280000000002
788,Standard Class,Virginia,143.96,69.1008
789,Standard Class,Virginia,15.42,4.163399999999999
790,Standard Class,Virginia,43.04,21.0896
791,Standard Class,Virginia,332.94,79.90559999999999
793,Standard Class,California,9.96,4.581600000000001
794,Standard Class,California,21.72,10.6428
795,Standard Class,Minnesota,20.16,9.878400000000001
799,Standard Class,California,283.92,17.745000000000005
803,Standard Class,Louisiana,12.96,6.2208000000000006
805,Standard Class,Colorado,43.176,4.317599999999999
806,Standard Class,Colorado,1983.968,247.9960000000001
816,Standard Class,Pennsylvania,5.344,1.8704000000000005
817,Standard Class,Pennsylvania,41.472,14.5152
818,Standard Class,Pennsylvania,3.168,-2.4288
819,Standard Class,Pennsylvania,1228.465,0.0
820,Standard Class,Pennsylvania,31.086,-22.7964
821,Standard Class,Pennsylvania,335.52,117.43199999999999
822,Standard Class,New Jersey,239.97,71.99099999999999
823,Standard Class,New Jersey,9.82,4.8118
824,Standard Class,California,67.8,4.067999999999998
825,Standard Class,California,167.97,40.312799999999996
826,Standard Class,Minnesota,35.0,16.8
827,Standard Class,Minnesota,37.24,10.799600000000002
828,Standard Class,Minnesota,15.28,7.4872
833,Standard Class,Florida,35.216,2.6411999999999978
834,Standard Class,Florida,23.696,6.516400000000001
835,Standard Class,Florida,265.475,-111.49949999999995
837,Standard Class,Tennessee,9.664,3.2615999999999996
838,Standard Class,Texas,21.072,1.580400000000001
839,Standard Class,New York,60.45,16.3215
840,Standard Class,New York,11.52,3.3407999999999998
841,Standard Class,New York,186.048,9.302400000000006
846,Standard Class,Kentucky,83.72,23.4416
847,Standard Class,Kentucky,287.94,77.7438
848,Standard Class,Ohio,48.896,8.556800000000003
849,Standard Class,New Jersey,115.36,49.6048
852,Standard Class,Mississippi,185.88,50.1876
853,Standard Class,New York,44.46,14.671800000000001
854,Standard Class,New York,242.94,9.717600000000004
855,Standard Class,New York,39.96,18.781200000000002
856,Standard Class,New York,102.3,26.598
857,Standard Class,New York,21.36,5.767199999999999
858,Standard Class,New Jersey,7.61,3.5767000000000007
859,Standard Class,New Jersey,7.16,3.58
860,Standard Class,California,7.36,0.14720000000000066
861,Standard Class,California,23.1,10.626000000000001
865,Standard Class,Virginia,2.89,1.3583
866,Standard Class,Virginia,51.94,21.295399999999997
868,Standard Class,Pennsylvania,44.91,-35.928
872,Standard Class,New York,11.36,5.225599999999999
873,Standard Class,New York,106.344,37.2204
874,Standard Class,North Carolina,192.16,67.256
875,Standard Class,New Hampshire,322.59,64.51799999999997
876,Standard Class,New Hampshire,29.99,13.195599999999999
877,Standard Class,New Hampshire,371.97,66.95460000000003
878,Standard Class,Pennsylvania,5.892,-4.1244000000000005
881,Standard Class,Virginia,30.84,8.326799999999999
884,Standard Class,New York,17.46,5.936400000000001
886,Standard Class,California,83.76,1.6752000000000038
887,Standard Class,Maryland,37.66,18.453399999999995
888,Standard Class,California,34.68,16.993199999999998
889,Standard Class,New York,149.95,14.994999999999976
890,Standard Class,New York,51.312,18.6006
897,Standard Class,Michigan,103.6,51.8
903,Standard Class,California,20.04,9.6192
904,Standard Class,California,64.96,2.598399999999991
905,Standard Class,California,12.96,6.2208000000000006
906,Standard Class,New York,323.136,12.117600000000039
907,Standard Class,New York,90.93,2.7279000000000053
908,Standard Class,New York,52.776,19.791000000000004
909,Standard Class,Michigan,1199.8,323.9459999999999
910,Standard Class,Michigan,1928.78,829.3753999999999
911,Standard Class,Michigan,352.38,81.04739999999998
912,Standard Class,Connecticut,22.2,9.101999999999999
915,Standard Class,Texas,99.918,-18.55619999999999
916,Standard Class,Texas,797.944,-56.996000000000095
917,Standard Class,Texas,8.568,-14.565600000000002
918,Standard Class,Texas,149.352,50.4063
919,Standard Class,Texas,12.992,-0.8119999999999994
920,Standard Class,Virginia,24.56,6.876799999999999
921,Standard Class,New York,85.14,34.9074
922,Standard Class,New York,21.99,10.5552
923,Standard Class,New York,406.6,113.84800000000001
924,Standard Class,New York,841.568,294.5488
927,Standard Class,Virginia,46.2,12.936
928,Standard Class,Virginia,28.84,9.517199999999999
932,Standard Class,Pennsylvania,12.192,4.114800000000001
933,Standard Class,Pennsylvania,45.056,15.206399999999999
934,Standard Class,Pennsylvania,29.718,-21.793200000000002
935,Standard Class,Pennsylvania,15.552,5.443199999999999
936,Standard Class,Pennsylvania,447.696,33.577200000000005
938,Standard Class,California,12.96,6.2208000000000006
939,Standard Class,California,134.48,34.9648
941,Standard Class,California,6.096,2.2098
942,Standard Class,California,1114.272,41.78520000000003
943,Standard Class,Washington,32.4,15.552
944,Standard Class,Washington,540.57,140.54820000000007
945,Standard Class,Washington,167.76,62.91
947,Standard Class,Pennsylvania,516.488,-12.912199999999984
948,Standard Class,Pennsylvania,1007.232,75.54239999999993
949,Standard Class,Pennsylvania,2065.32,-619.596
951,Standard Class,Pennsylvania,25.344,7.920000000000002
952,Standard Class,Pennsylvania,25.472,7.6416
953,Standard Class,Texas,27.168,2.716799999999999
954,Standard Class,Texas,78.8528,-11.596000000000004
955,Standard Class,Mississippi,173.8,43.45000000000002
960,Standard Class,California,321.568,28.137200000000007
961,Standard Class,Arkansas,6.24,3.0576000000000003
976,Standard Class,Oregon,1.08,-0.792
980,Standard Class,New York,599.292,93.22320000000002
984,Standard Class,Texas,7.968,2.5896
985,Standard Class,Texas,27.968,9.4392
986,Standard Class,Texas,336.51,44.867999999999995
988,Standard Class,New York,520.05,72.80699999999996
989,Standard Class,New York,17.97,5.2113
994,Standard Class,Virginia,2715.93,1276.4870999999998
995,Standard Class,Virginia,617.97,173.03160000000003
996,Standard Class,Kentucky,10.67,4.9082
997,Standard Class,Kentucky,36.63,9.890100000000004
998,Standard Class,Kentucky,24.1,9.158000000000001
