,Category,Category_,Sub-Category,Profit
544,Technology,2,Phones,6.299499999999995
565,Technology,2,Phones,46.79699999999997
573,Technology,2,Phones,4.009499999999999
581,Technology,2,Phones,52.917299999999955
582,Technology,2,Phones,9.238600000000005
585,Technology,2,Phones,30.477599999999995
588,Technology,2,Phones,-20.136199999999988
593,Technology,2,Accessories,9.75
595,Technology,2,Copiers,434.99130000000014
596,Technology,2,Phones,55.745000000000005
599,Technology,2,Phones,-28.796400000000006
600,Technology,2,Phones,-115.35440000000006
609,Technology,2,Phones,-10.117800000000003
610,Technology,2,Phones,41.57730000000004
613,Technology,2,Phones,-157.93830000000003
614,Technology,2,Phones,15.992000000000004
619,Technology,2,Phones,10.993899999999996
631,Technology,2,Accessories,29.950000000000003
632,Technology,2,Phones,30.07679999999999
633,Technology,2,Accessories,2.458499999999999
643,Technology,2,Accessories,54.333200000000005
649,Technology,2,Phones,22.678200000000004
650,Technology,2,Accessories,31.600000000000023
653,Technology,2,Accessories,10.311999999999998
667,Technology,2,Phones,28.6182
675,Technology,2,Accessories,40.749900000000004
677,Technology,2,Accessories,4.520099999999999
683,Technology,2,Machines,-3839.9904000000006
685,Technology,2,Accessories,163.18980000000005
690,Technology,2,Phones,74.0532
692,Technology,2,Accessories,24.936000000000007
706,Technology,2,Accessories,2.282399999999999
707,Technology,2,Accessories,52.782399999999996
713,Technology,2,Phones,89.31420000000003
714,Technology,2,Accessories,113.98860000000002
726,Technology,2,Phones,5.599199999999996
733,Technology,2,Accessories,86.3856
738,Technology,2,Accessories,8.496599999999994
748,Technology,2,Phones,0.8994000000000018
753,Technology,2,Copiers,374.99250000000006
757,Technology,2,Accessories,47.92
762,Technology,2,Phones,-26.995499999999993
765,Technology,2,Accessories,258.696
771,Technology,2,Phones,51.75
782,Technology,2,Accessories,-2.6999999999999993
784,Technology,2,Accessories,0.5998000000000019
792,Technology,2,Phones,85.24749999999995
801,Technology,2,Phones,18.897199999999998
806,Technology,2,Phones,247.9960000000001
808,Technology,2,Accessories,50.9898
812,Technology,2,Accessories,2.5779999999999994
814,Technology,2,Accessories,601.9699
822,Technology,2,Accessories,71.99099999999999
824,Technology,2,Accessories,4.067999999999998
825,Technology,2,Accessories,40.312799999999996
831,Technology,2,Phones,51.834599999999995
832,Technology,2,Phones,17.157399999999996
835,Technology,2,Machines,-111.49949999999995
838,Technology,2,Phones,1.580400000000001
846,Technology,2,Phones,23.4416
849,Technology,2,Accessories,49.6048
862,Technology,2,Accessories,40.68780000000001
864,Technology,2,Phones,5.178599999999996
870,Technology,2,Phones,-46.797000000000025
876,Technology,2,Accessories,13.195599999999999
877,Technology,2,Accessories,66.95460000000003
889,Technology,2,Accessories,14.994999999999976
893,Technology,2,Phones,135.97999999999996
902,Technology,2,Phones,20.24849999999998
907,Technology,2,Phones,2.7279000000000053
909,Technology,2,Phones,323.9459999999999
910,Technology,2,Accessories,829.3753999999999
914,Technology,2,Accessories,56.0547
921,Technology,2,Accessories,34.9074
922,Technology,2,Phones,10.5552
926,Technology,2,Accessories,53.55000000000001
937,Technology,2,Accessories,54.39660000000001
956,Technology,2,Phones,2.589299999999998
971,Technology,2,Phones,-31.049999999999997
974,Technology,2,Phones,3.2186000000000092
977,Technology,2,Machines,679.9960000000001
982,Technology,2,Phones,55.99840000000006
986,Technology,2,Machines,44.867999999999995
995,Technology,2,Phones,173.03160000000003
1001,Technology,2,Accessories,762.1845000000001
1009,Technology,2,Phones,5.998999999999995
1014,Technology,2,Accessories,36.852
1018,Technology,2,Phones,2.4990000000000094
1022,Technology,2,Machines,648.5624
1027,Technology,2,Phones,-9.8724
1029,Technology,2,Phones,57.41130000000001
1041,Technology,2,Accessories,11.151
1046,Technology,2,Phones,85.24749999999995
1048,Technology,2,Phones,125.26919999999996
1049,Technology,2,Accessories,37.996199999999995
1064,Technology,2,Phones,-27.715800000000016
1075,Technology,2,Accessories,1.9990000000000023
1085,Technology,2,Machines,2400.9657
1087,Technology,2,Phones,7.197599999999994
1090,Technology,2,Phones,25.194399999999995
1092,Technology,2,Phones,19.17859999999999
1100,Technology,2,Accessories,9.665699999999998
1110,Technology,2,Phones,25.185999999999993
1115,Technology,2,Accessories,57.5904
1118,Technology,2,Accessories,111.59100000000007
1121,Technology,2,Phones,181.9817999999999
1144,Technology,2,Machines,223.05400000000003
1149,Technology,2,Phones,0.43799999999999883
1150,Technology,2,Copiers,209.993
1162,Technology,2,Phones,4.595400000000001
1166,Technology,2,Accessories,49.27230000000003
1178,Technology,2,Phones,44.99250000000001
1179,Technology,2,Accessories,64.67400000000004
1180,Technology,2,Phones,357.1911000000001
1183,Technology,2,Phones,0.6929999999999996
1189,Technology,2,Phones,66.71519999999998
1197,Technology,2,Accessories,64.7892
1205,Technology,2,Phones,16.997499999999974
1216,Technology,2,Accessories,28.763999999999996
1218,Technology,2,Accessories,64.67400000000004
1219,Technology,2,Phones,-386.3915999999999
1221,Technology,2,Phones,28.7928
